,course_id,course_title,url,platform,subject,level,num_subscribers,num_reviews,rating,num_lectures,content_duration,instructor,language,tags,course_type,learning_path,playlist_id,skill_level_score,popularity_score,last_updated,career_relevance_score,combined_features,level_num,title_clean
13,CRS_0014,ChatGPT Prompt Engineering for Developers,https://www.deeplearning.ai/short-courses/chatgpt-prompt-engineering-for-developers/,DeepLearning.AI,Prompt Engineering,Beginner,0.0691591660896992,0.0803657759471558,1.0,9,1.5,Isa Fulford,English,"prompt design,few-shot,chain of thought,openai api",Video,GenAI & LLM Path,PL_007,1,0.4030430057444495,2024,0.3249057532670736,"ChatGPT Prompt Engineering for Developers Prompt Engineering Beginner prompt design,few-shot,chain of thought,openai api GenAI & LLM Path Isa Fulford",1.0,chatgpt prompt engineering for developers
14,CRS_0015,Generative AI for Everyone,https://www.coursera.org/learn/generative-ai-for-everyone,Coursera,Generative AI,Beginner,0.061466266635895,0.0964473739755519,0.7999999999999989,25,6.0,Andrew Ng,English,"llm,chatgpt,gen ai,prompt design,use cases",Video,GenAI & LLM Path,PL_007,1,0.3462195311287067,2024,0.2748689430421924,"Generative AI for Everyone Generative AI Beginner llm,chatgpt,gen ai,prompt design,use cases GenAI & LLM Path Andrew Ng",1.0,generative ai for everyone
15,CRS_0016,Mastering Python Web Scraping,https://www.freecodecamp.org/learn/mastering-python-web-scraping-858,freeCodeCamp,Python Programming,Intermediate,0.0492793291791676,0.1248776290900026,0.7999999999999989,25,2.1,Tim Buchalka,English,"asyncio,django,xml,oop,beginner,pypi,pip,virtual env,selenium",Interactive,Python Mastery Path,PL_011,2,0.3563111318118304,2021,0.2797293988475752,"Mastering Python Web Scraping Python Programming Intermediate asyncio,django,xml,oop,beginner,pypi,pip,virtual env,selenium Python Mastery Path Tim Buchalka",2.0,mastering python web scraping
16,CRS_0017,Modern Python Asyncio,https://www.deeplearning.ai/short-courses/modern-python-asyncio-877/,DeepLearning.AI,Python Programming,Intermediate,0.0296212016308946,0.0281890311440247,0.7999999999999989,117,5.7,sentdex,English,"logging,xml,lambda,dataclasses,automation,pip",Article,Python Mastery Path,PL_011,2,0.2839621176835895,2024,0.234207101893537,"Modern Python Asyncio Python Programming Intermediate logging,xml,lambda,dataclasses,automation,pip Python Mastery Path sentdex",2.0,modern python asyncio
17,CRS_0018,Python Data Structures – Project-Based Guide,https://course.fast.ai/python-data-structures-project-based-guide-847,Fast.ai,Python Programming,Beginner,0.1208234479575351,0.0818533237647825,0.5999999999999996,177,22.9,Luciano Ramalho,English,"numpy,multiprocessing,regex,asyncio,matplotlib,functools,pydantic,celery",Video,Python Mastery Path,PL_011,1,0.311908088806086,2024,0.24513315548755,"Python Data Structures – Project-Based Guide Python Programming Beginner numpy,multiprocessing,regex,asyncio,matplotlib,functools,pydantic,celery Python Mastery Path Luciano Ramalho",1.0,python data structures – project-based guide
18,CRS_0019,Python Asyncio Bootcamp,https://www.freecodecamp.org/learn/python-asyncio-bootcamp-987,freeCodeCamp,Python Programming,Beginner,0.0419179936918224,0.0428534383461684,0.3999999999999986,180,26.9,Tech With Tim,Hindi,"regex,dataclasses,web scraping,pydantic,packaging",Bootcamp,Python Mastery Path,PL_011,1,0.1765253842571029,2024,0.1406897342301002,"Python Asyncio Bootcamp Python Programming Beginner regex,dataclasses,web scraping,pydantic,packaging Python Mastery Path Tech With Tim",1.0,python asyncio bootcamp
19,CRS_0020,Complete Python APIs Course,https://www.freecodecamp.org/learn/complete-python-apis-course-750,freeCodeCamp,Python Programming,Beginner,0.0108457573659512,0.0143930302354144,0.7999999999999989,46,1.3,CodeWithHarry,English,"numpy,profiling,pytest,file handling,web scraping,regex",Interactive,Python Mastery Path,PL_011,1,0.263778916317342,2024,0.2201500559004047,"Complete Python APIs Course Python Programming Beginner numpy,profiling,pytest,file handling,web scraping,regex Python Mastery Path CodeWithHarry",1.0,complete python apis course
20,CRS_0021,Ultimate Python Algorithms Course,https://www.datacamp.com/courses/ultimate-python-algorithms-course-941,DataCamp,Python Programming,Beginner,0.1888194476498192,0.6033514050291178,1.0,194,9.7,Python Engineer,Hindi,"unit testing,comprehensions,json,dataclasses,generators",Article,Python Mastery Path,PL_011,1,0.8022046266107747,2024,0.5773655832568712,"Ultimate Python Algorithms Course Python Programming Beginner unit testing,comprehensions,json,dataclasses,generators Python Mastery Path Python Engineer",1.0,ultimate python algorithms course
21,CRS_0022,Ultimate Python Game Development Course,https://ocw.mit.edu/courses/ultimate-python-game-development-course-242/,MIT OpenCourseWare,Python Programming,Beginner,0.0988988383721824,0.1784373913235758,0.3999999999999986,70,16.2,Real Python,English,"design patterns,matplotlib,numpy,typing,pypi,django",Video,Python Mastery Path,PL_011,1,0.2960720385033379,2025,0.2184383489618251,"Ultimate Python Game Development Course Python Programming Beginner design patterns,matplotlib,numpy,typing,pypi,django Python Mastery Path Real Python",1.0,ultimate python game development course
22,CRS_0023,Complete Python Databases Course,https://www.udemy.com/course/complete-python-databases-course-911/,Udemy,Python Programming,Beginner,0.0858229094545734,0.1510242972844211,0.1999999999999993,151,43.4,Andrei Neagoie,Hindi,"fastapi,generators,regex,packaging,pypi,web scraping,pandas,typing",Video,Python Mastery Path,PL_011,1,0.2088185064430988,2021,0.1495577939188256,"Complete Python Databases Course Python Programming Beginner fastapi,generators,regex,packaging,pypi,web scraping,pandas,typing Python Mastery Path Andrei Neagoie",1.0,complete python databases course
23,CRS_0024,Mastering Python Memory Management,https://www.geeksforgeeks.org/courses/mastering-python-memory-management-214,GeeksforGeeks,Python Programming,Intermediate,0.0064784983460266,0.0036706247499814,0.1999999999999993,121,7.2,sentdex,English,"xml,file handling,web scraping,python,profiling,unit testing,typing",Article,Python Mastery Path,PL_011,2,0.0681571184598664,2023,0.0568165543005778,"Mastering Python Memory Management Python Programming Intermediate xml,file handling,web scraping,python,profiling,unit testing,typing Python Mastery Path sentdex",2.0,mastering python memory management
24,CRS_0025,Modern Python Data Analysis,https://www.kaggle.com/learn/modern-python-data-analysis-256,Kaggle,Python Programming,Advanced,0.0215479652280944,0.0184998683319161,0.7999999999999989,27,2.5,Real Python,Hindi,"solid principles,file handling,numpy,clean code,pandas,python,fastapi",Video,Python Mastery Path,PL_011,3,0.2729389846297158,2024,0.2267545518387551,"Modern Python Data Analysis Python Programming Advanced solid principles,file handling,numpy,clean code,pandas,python,fastapi Python Mastery Path Real Python",3.0,modern python data analysis
25,CRS_0026,Python for OOP,https://huggingface.co/learn/python-for-oop-999,Hugging Face,Python Programming,Advanced,0.0072733287175936,0.0171590650962986,0.1999999999999993,153,19.6,Tech With Tim,Hindi,"asyncio,pypi,profiling,beautifulsoup,generators,solid principles,numpy,scripting,refactoring",Video,Python Mastery Path,PL_011,3,0.0770066759819903,2025,0.0622367665216303,"Python for OOP Python Programming Advanced asyncio,pypi,profiling,beautifulsoup,generators,solid principles,numpy,scripting,refactoring Python Mastery Path Tech With Tim",3.0,python for oop
26,CRS_0027,Modern Python Testing,https://www.mygreatlearning.com/academy/modern-python-testing-806,Great Learning,Python Programming,Intermediate,0.0452171705515808,0.0941778584537945,0.7999999999999989,220,58.5,David Malan,English,"debugging,itertools,json,click,sqlalchemy,context managers",Project-based,Python Mastery Path,PL_011,2,0.3347306318894581,2025,0.2663166006843934,"Modern Python Testing Python Programming Intermediate debugging,itertools,json,click,sqlalchemy,context managers Python Mastery Path David Malan",2.0,modern python testing
27,CRS_0028,Ultimate Python Databases Course,https://www.freecodecamp.org/learn/ultimate-python-databases-course-335,freeCodeCamp,Python Programming,Beginner,0.0153825678898376,0.0473422143958445,1.0,67,10.3,Keith Galli,English,"virtual env,python,generators,debugging,pydantic,decorators,pypi,packaging,oop",Video,Python Mastery Path,PL_011,1,0.3491693836360813,2024,0.2870533290876206,"Ultimate Python Databases Course Python Programming Beginner virtual env,python,generators,debugging,pydantic,decorators,pypi,packaging,oop Python Mastery Path Keith Galli",1.0,ultimate python databases course
28,CRS_0029,Python Databases – Comprehensive Guide,https://ocw.mit.edu/courses/python-databases-comprehensive-guide-690/,MIT OpenCourseWare,Python Programming,Beginner,0.0382357104392645,0.0799436339989104,0.7999999999999989,59,15.7,David Beazley,English,"pytest,refactoring,requests,unit testing,csv,packages,multithreading,clean code",Video,Python Mastery Path,PL_011,1,0.3215339233038348,2025,0.257675191814237,"Python Databases – Comprehensive Guide Python Programming Beginner pytest,refactoring,requests,unit testing,csv,packages,multithreading,clean code Python Mastery Path David Beazley",1.0,python databases – comprehensive guide
29,CRS_0030,Hands-On Python Type Hints,https://scrimba.com/learn/hands-on-python-type-hints-200,Scrimba,Python Programming,Intermediate,0.0408785291176244,0.0872929242978874,0.5999999999999996,49,2.0,CodeWithHarry,English,"json,profiling,lambda,unit testing,pypi",Interactive,Python Mastery Path,PL_011,2,0.2656419810588418,2022,0.2092591124774087,"Hands-On Python Type Hints Python Programming Intermediate json,profiling,lambda,unit testing,pypi Python Mastery Path CodeWithHarry",2.0,hands-on python type hints
30,CRS_0031,Learn Python Asyncio from Scratch,https://www.coursera.org/learn/learn-python-asyncio-from-scratch-995,Coursera,Python Programming,Intermediate,0.1232840987768289,0.3359445828131941,0.0,38,9.5,Mosh Hamedani,Hindi,"sqlite,unit testing,pypi,publishing,matplotlib",Video,Python Mastery Path,PL_011,2,0.2848936500543393,2022,0.1841143102860565,"Learn Python Asyncio from Scratch Python Programming Intermediate sqlite,unit testing,pypi,publishing,matplotlib Python Mastery Path Mosh Hamedani",2.0,learn python asyncio from scratch
31,CRS_0032,Advanced Python: Algorithms,https://cognitiveclass.ai/courses/advanced-python-algorithms-516,IBM Skills,Python Programming,Advanced,0.0139926148165243,0.0354518828535991,0.0,142,2.0,Python Engineer,Hindi,"requests,pip,json,decorators,file handling,regex,python,refactoring",Article,Python Mastery Path,PL_011,3,0.0304300574444961,2024,0.0198463973880825,"Advanced Python: Algorithms Python Programming Advanced requests,pip,json,decorators,file handling,regex,python,refactoring Python Mastery Path Python Engineer",3.0,advanced python: algorithms
32,CRS_0033,Ultimate Python Security Course,https://www.codecademy.com/learn/ultimate-python-security-course-777,Codecademy,Python Programming,Beginner,0.179589506885145,0.2705588154294892,0.5999999999999996,47,12.7,Krish Naik,English,"automation,packages,functools,pip,decorators,django,design patterns,numpy",Bootcamp,Python Mastery Path,PL_011,1,0.4656109299798167,2021,0.3436182172631363,"Ultimate Python Security Course Python Programming Beginner automation,packages,functools,pip,decorators,django,design patterns,numpy Python Mastery Path Krish Naik",1.0,ultimate python security course
33,CRS_0034,Python Regex: Zero to Hero,https://developers.google.com/learn/python-regex-zero-to-hero-182,Google,Python Programming,Beginner,0.0263497192091699,0.018375235947196,0.5999999999999996,81,12.5,Fred Baptiste,English,"generators,fastapi,pypi,argparse,pytest,json",Video,Python Mastery Path,PL_011,1,0.2137866790870982,2022,0.176573546527428,"Python Regex: Zero to Hero Python Programming Beginner generators,fastapi,pypi,argparse,pytest,json Python Mastery Path Fred Baptiste",1.0,python regex: zero to hero
34,CRS_0035,Intermediate Python: Scientific Computing,https://www.simplilearn.com/courses/intermediate-python-scientific-computing-309,Simplilearn,Python Programming,Intermediate,0.0798741441649357,0.2017878716608069,0.5999999999999996,243,67.0,Fred Baptiste,English,"pytest,typing,json,scripting,click,sqlalchemy,itertools",Video,Python Mastery Path,PL_011,2,0.3609687936655799,2025,0.2705966771060452,"Intermediate Python: Scientific Computing Python Programming Intermediate pytest,typing,json,scripting,click,sqlalchemy,itertools Python Mastery Path Fred Baptiste",2.0,intermediate python: scientific computing
35,CRS_0036,Hands-On Python Data Analysis,https://www.mygreatlearning.com/academy/hands-on-python-data-analysis-650,Great Learning,Python Programming,Beginner,0.0384223401800138,0.0954181517017346,0.0,24,4.9,Raymond Hettinger,English,"selenium,typing,scripting,closures,generators,pytest",Bootcamp,Python Mastery Path,PL_011,1,0.0827511256016146,2024,0.0538525821087614,"Hands-On Python Data Analysis Python Programming Beginner selenium,typing,scripting,closures,generators,pytest Python Mastery Path Raymond Hettinger",1.0,hands-on python data analysis
36,CRS_0037,Python Testing Masterclass,https://www.codecademy.com/learn/python-testing-masterclass-641,Codecademy,Python Programming,Advanced,0.008234633433341,0.0218830345171399,0.5999999999999996,46,9.0,Luciano Ramalho,English,"click,mocking,matplotlib,itertools,multithreading",Bootcamp,Python Mastery Path,PL_011,3,0.2046266107747244,2023,0.1692782024858991,"Python Testing Masterclass Python Programming Advanced click,mocking,matplotlib,itertools,multithreading Python Mastery Path Luciano Ramalho",3.0,python testing masterclass
37,CRS_0038,Python Web Scraping Masterclass,https://www.coursera.org/learn/python-web-scraping-masterclass-451,Coursera,Python Programming,Intermediate,0.0240367720593891,0.0196979473850316,1.0,36,5.5,Tech With Tim,English,"argparse,pydantic,typing,selenium,beautifulsoup,packaging",Interactive,Python Mastery Path,PL_011,2,0.3373699736065828,2021,0.2808113517883607,"Python Web Scraping Masterclass Python Programming Intermediate argparse,pydantic,typing,selenium,beautifulsoup,packaging Python Mastery Path Tech With Tim",2.0,python web scraping masterclass
38,CRS_0039,Python Algorithms – Project-Based Guide,https://www.udemy.com/course/python-algorithms-project-based-guide-368/,Udemy,Python Programming,Advanced,0.0083346411262404,0.0116068933769948,0.3999999999999986,170,9.5,Keith Galli,English,"design patterns,sqlite,matplotlib,debugging,xml,packaging",Article,Python Mastery Path,PL_011,3,0.1363142369197329,2021,0.1130816951223792,"Python Algorithms – Project-Based Guide Python Programming Advanced design patterns,sqlite,matplotlib,debugging,xml,packaging Python Mastery Path Keith Galli",3.0,python algorithms – project-based guide
39,CRS_0040,Python Data Structures – Practical Guide,https://www.designgurus.io/course/python-data-structures-practical-guide-230,DesignGurus,Python Programming,Intermediate,0.010586506654358,0.0331160307399746,0.5999999999999996,26,7.2,Raymond Hettinger,English,"itertools,context managers,refactoring,pypi,oop",Interactive,Python Mastery Path,PL_011,2,0.2131656575065983,2024,0.1746174165153385,"Python Data Structures – Practical Guide Python Programming Intermediate itertools,context managers,refactoring,pypi,oop Python Mastery Path Raymond Hettinger",2.0,python data structures – practical guide
40,CRS_0041,Learn Python Functional Programming from Scratch,https://www.edx.org/learn/learn-python-functional-programming-from-scratch-735,edX,Python Programming,Intermediate,0.0385506577429032,0.0863139570179088,1.0,163,29.7,David Beazley,English,"pytest,file handling,unit testing,packaging,modules,csv",Project-based,Python Mastery Path,PL_011,2,0.3876727216270765,2021,0.3126057637899087,"Learn Python Functional Programming from Scratch Python Programming Intermediate pytest,file handling,unit testing,packaging,modules,csv Python Mastery Path David Beazley",2.0,learn python functional programming from scratch
41,CRS_0042,Complete Python Memory Management Course,https://www.udacity.com/course/complete-python-memory-management-course-373,Udacity,Python Programming,Advanced,0.0062604815755058,0.0186265109163897,0.5999999999999996,111,17.8,CodeWithHarry,Hindi,"refactoring,logging,multithreading,regex,oop,requests",Project-based,Python Mastery Path,PL_011,3,0.2015215028722248,2024,0.1671520968549694,"Complete Python Memory Management Course Python Programming Advanced refactoring,logging,multithreading,regex,oop,requests Python Mastery Path CodeWithHarry",3.0,complete python memory management course
42,CRS_0043,Learn Python Packaging from Scratch,https://www.designgurus.io/course/learn-python-packaging-from-scratch-297,DesignGurus,Python Programming,Beginner,0.0287671359335333,0.0867964049587607,0.0,140,31.3,Al Sweigart,English,"lambda,dataclasses,generators,clean code,publishing,closures,sqlalchemy,selenium",Video,Python Mastery Path,PL_011,1,0.071417481757491,2025,0.046051095167925,"Learn Python Packaging from Scratch Python Programming Beginner lambda,dataclasses,generators,clean code,publishing,closures,sqlalchemy,selenium Python Mastery Path Al Sweigart",1.0,learn python packaging from scratch
43,CRS_0044,Mastering Python Packaging,https://www.udemy.com/course/mastering-python-packaging-139/,Udemy,Python Programming,Beginner,0.0439436879759981,0.0874698218761998,1.0,184,42.9,sentdex,English,"fastapi,xml,closures,profiling,refactoring",Video,Python Mastery Path,PL_011,1,0.3918646172954509,2024,0.3156206697197395,"Mastering Python Packaging Python Programming Beginner fastapi,xml,closures,profiling,refactoring Python Mastery Path sentdex",1.0,mastering python packaging
44,CRS_0045,Scientific Computing with Python – Modern,https://www.wandb.courses/courses/scientific-computing-with-python-modern-546,W&B,Python Programming,Beginner,0.0588080621586275,0.0742587890958724,0.5999999999999996,78,12.0,David Malan,English,"pandas,unit testing,numpy,argparse,profiling",Video,Python Mastery Path,PL_011,1,0.2685918335662164,2024,0.212865885742731,"Scientific Computing with Python – Modern Python Programming Beginner pandas,unit testing,numpy,argparse,profiling Python Mastery Path David Malan",1.0,scientific computing with python – modern
45,CRS_0046,Ultimate Python Regex Course,https://course.fast.ai/ultimate-python-regex-course-416,Fast.ai,Python Programming,Beginner,0.3445649665358873,0.5239183617676089,0.0,71,9.7,Krish Naik,English,"comprehensions,json,logging,functools,matplotlib,scripting,packages,csv",Project-based,Python Mastery Path,PL_011,1,0.5390467318739326,2025,0.3593866751042493,"Ultimate Python Regex Course Python Programming Beginner comprehensions,json,logging,functools,matplotlib,scripting,packages,csv Python Mastery Path Krish Naik",1.0,ultimate python regex course
46,CRS_0047,Python CLI Tools Masterclass,https://www.kaggle.com/learn/python-cli-tools-masterclass-721,Kaggle,Python Programming,Advanced,0.0100781598584506,0.0246651509760524,0.1999999999999993,132,15.2,David Malan,English,"web scraping,sqlite,publishing,argparse,pip,selenium,requests",Video,Python Mastery Path,PL_011,3,0.0833721471821145,2023,0.0663680731308936,"Python CLI Tools Masterclass Python Programming Advanced web scraping,sqlite,publishing,argparse,pip,selenium,requests Python Mastery Path David Malan",3.0,python cli tools masterclass
47,CRS_0048,Mastering Python Data Structures,https://www.mygreatlearning.com/academy/mastering-python-data-structures-788,Great Learning,Python Programming,Intermediate,0.0314294945765058,0.0192798258362933,0.0,155,17.8,Keith Galli,Hindi,"virtual env,unit testing,packages,automation,beginner,oop,pytest",Video,Python Mastery Path,PL_011,2,0.031206334420121,2025,0.0220615464448746,"Mastering Python Data Structures Python Programming Intermediate virtual env,unit testing,packages,automation,beginner,oop,pytest Python Mastery Path Keith Galli",2.0,mastering python data structures
48,CRS_0049,Python Microservices Bootcamp,https://www.wandb.courses/courses/python-microservices-bootcamp-493,W&B,Python Programming,Intermediate,0.0436347411339333,0.0815015388079113,0.3999999999999986,276,63.2,Raymond Hettinger,English,"json,pytest,automation,sqlalchemy,logging,python,solid principles,multithreading",Video,Python Mastery Path,PL_011,2,0.2016767582673497,2025,0.1559828957523241,"Python Microservices Bootcamp Python Programming Intermediate json,pytest,automation,sqlalchemy,logging,python,solid principles,multithreading Python Mastery Path Raymond Hettinger",2.0,python microservices bootcamp
49,CRS_0050,Learn Python Testing from Scratch,https://www.geeksforgeeks.org/courses/learn-python-testing-from-scratch-783,GeeksforGeeks,Python Programming,Intermediate,0.0177627509808446,0.0449239440923244,0.5999999999999996,127,28.0,Andrei Neagoie,English,"matplotlib,fastapi,comprehensions,solid principles,sqlite,celery,profiling,selenium,xml",Video,Python Mastery Path,PL_011,2,0.2249650675360968,2025,0.182440962373596,"Learn Python Testing from Scratch Python Programming Intermediate matplotlib,fastapi,comprehensions,solid principles,sqlite,celery,profiling,selenium,xml Python Mastery Path Andrei Neagoie",2.0,learn python testing from scratch
50,CRS_0051,Ultimate Python Testing Course,https://frontendmasters.com/courses/ultimate-python-testing-course-596/,FrontendMasters,Python Programming,Intermediate,0.0614951919378413,0.1226463073635627,0.0,230,35.2,Real Python,English,"dataclasses,sqlite,generators,debugging,functools,pytest",Video,Python Mastery Path,PL_011,2,0.1141127154168607,2024,0.0750074371025073,"Ultimate Python Testing Course Python Programming Intermediate dataclasses,sqlite,generators,debugging,functools,pytest Python Mastery Path Real Python",2.0,ultimate python testing course
51,CRS_0052,Hands-On Python Regex,https://www.coursera.org/learn/hands-on-python-regex-319,Coursera,Python Programming,Beginner,0.3445649665358873,0.1957552622004048,0.1999999999999993,23,3.4,Patrick Loeber,English,"csv,lambda,numpy,web scraping,decorators",Interactive,Python Mastery Path,PL_011,1,0.3972985561248253,2024,0.2889962650626267,"Hands-On Python Regex Python Programming Beginner csv,lambda,numpy,web scraping,decorators Python Mastery Path Patrick Loeber",1.0,hands-on python regex
52,CRS_0053,Python Type Hints in Practice,https://www.simplilearn.com/courses/python-type-hints-in-practice-489,Simplilearn,Python Programming,Advanced,0.0176870528502192,0.0139286740923445,0.5999999999999996,180,30.5,Telusko,English,"python,closures,itertools,solid principles,regex,csv,numpy,design patterns",Video,Python Mastery Path,PL_011,3,0.2055581431454743,2024,0.1707842656497576,"Python Type Hints in Practice Python Programming Advanced python,closures,itertools,solid principles,regex,csv,numpy,design patterns Python Mastery Path Telusko",3.0,python type hints in practice
53,CRS_0054,Python for Generators,https://www.udemy.com/course/python-for-generators-841/,Udemy,Python Programming,Intermediate,0.0900167705208093,0.2140661717554873,0.5999999999999996,29,2.5,Keith Galli,English,"packaging,web scraping,scripting,celery,numpy,beginner",Interactive,Python Mastery Path,PL_011,2,0.3747865238317031,2025,0.2799797173874956,"Python for Generators Python Programming Intermediate packaging,web scraping,scripting,celery,numpy,beginner Python Mastery Path Keith Galli",2.0,python for generators
